entity_id,state,last_changed
sensor.alpendorada_sala_10_dht_temperature,18.755229682972217,2024-03-01T00:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.71500336102778,2024-03-01T01:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.59512429975,2024-03-01T02:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.495258429833335,2024-03-01T03:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.350009470472227,2024-03-01T04:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.290233558111108,2024-03-01T05:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.140006726805556,2024-03-01T06:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,17.9802818705,2024-03-01T07:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.049020823305554,2024-03-01T08:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,20.08745707716667,2024-03-01T09:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,20.849964561805553,2024-03-01T10:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,21.35394148661111,2024-03-01T11:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,21.485238907027778,2024-03-01T12:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,21.710225431500003,2024-03-01T13:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,20.365829698472222,2024-03-01T14:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,21.418847732972225,2024-03-01T15:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,22.348481701777775,2024-03-01T16:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,22.012179593944442,2024-03-01T17:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,20.411149909694448,2024-03-01T18:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,19.735561780055555,2024-03-01T19:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,19.37534904125,2024-03-01T20:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,19.165237974916668,2024-03-01T21:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,19.050121989944447,2024-03-01T22:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.825214974999998,2024-03-01T23:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.759996995333335,2024-03-02T00:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.645106714333334,2024-03-02T01:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.535016476805556,2024-03-02T02:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.455223714333332,2024-03-02T03:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.38011824836111,2024-03-02T04:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.315018309861113,2024-03-02T05:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.409890490305553,2024-03-02T06:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.305109838583334,2024-03-02T07:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.28011521225,2024-03-02T08:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.22999162311111,2024-03-02T09:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.154866733027777,2024-03-02T10:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.669535019833333,2024-03-02T11:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.720119354055555,2024-03-02T12:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.659890291694445,2024-03-02T13:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.709885368666665,2024-03-02T14:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.410475090805555,2024-03-02T15:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.39499401036111,2024-03-02T16:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.379999733777776,2024-03-02T17:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.40001866086111,2024-03-02T18:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.320105213027777,2024-03-02T19:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.060231586972222,2024-03-02T20:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.134998785277777,2024-03-02T21:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.139998507472225,2024-03-02T22:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.080118866694445,2024-03-02T23:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,17.96499011608333,2024-03-03T00:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,17.90011068983333,2024-03-03T01:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,17.815123441416667,2024-03-03T02:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,17.770112146722223,2024-03-03T03:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,17.685002843472223,2024-03-03T04:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,17.595287313083336,2024-03-03T05:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,17.470116688222223,2024-03-03T06:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,17.36011987047222,2024-03-03T07:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,17.135236389444444,2024-03-03T08:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,17.259769809138888,2024-03-03T09:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,17.270002046444443,2024-03-03T10:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,17.200119331083332,2024-03-03T11:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,17.145094654583335,2024-03-03T12:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,17.105005209555557,2024-03-03T13:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,17.13489180575,2024-03-03T14:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,17.244782503916667,2024-03-03T15:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,17.395003218777777,2024-03-03T16:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,17.4,2024-03-03T17:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,17.44488182038889,2024-03-03T18:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,17.41511426997222,2024-03-03T19:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,17.489881378555555,2024-03-03T20:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,17.445125737694443,2024-03-03T21:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,17.43989014525,2024-03-03T22:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,17.225788063444444,2024-03-03T23:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,16.735111966833333,2024-03-04T00:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,16.695008582666667,2024-03-04T01:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,16.7,2024-03-04T02:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,16.675000223416667,2024-03-04T03:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,16.65012735011111,2024-03-04T04:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,16.610009978555556,2024-03-04T05:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,16.659998332083333,2024-03-04T06:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,16.649890312166665,2024-03-04T07:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,16.70956694247222,2024-03-04T08:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.88231324738889,2024-03-04T09:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,19.684826159722224,2024-03-04T10:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,20.438818109472223,2024-03-04T11:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,20.969703655305555,2024-03-04T12:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,20.511745129694443,2024-03-04T13:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.89519656125,2024-03-04T14:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,19.255795534194444,2024-03-04T15:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.159925521777776,2024-03-04T16:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.63998654527778,2024-03-04T17:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.570106073027777,2024-03-04T18:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.5,2024-03-04T19:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.5,2024-03-04T20:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.46499741572222,2024-03-04T22:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.400102353666664,2024-03-04T23:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.240296601361113,2024-03-05T00:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,18.01520464602778,2024-03-05T01:00:00.000Z
sensor.alpendorada_sala_10_dht_temperature,17.815202356083333,2024-03-05T02:00:00.000Z
